Year,Town,AGIClss,Return,Exempt,MarJnt,Single,MarSep,HdHous,AGI,FedTI,VTI,NetVTax
2005,Morristown,40000 - 44999,103,201.0,49.0,43.0,1.0,10.0,4379449.0,2717534.0,2692485.0,98075.26369999998
2005,Morristown,45000 - 49999,86,207.0,56.0,22.0,2.0,6.0,4073227.0,2514111.0,2495073.0,91734.6226
2005,Morristown,50000 - 59999,170,437.0,123.0,35.0,2.0,10.0,9285755.0,6011417.0,5925517.0,220922.3738
2005,Morristown,60000 - 74999,189,495.0,144.0,32.0,2.0,11.0,12586770.0,8655693.0,8430312.0,327203.2795
2005,Morristown,75000 - 99999,194,555.0,171.0,19.0,1.0,3.0,16693488.0,12149505.0,11868580.0,512583.7704
2005,Morristown,100000 - 149999,103,283.0,91.0,9.0,0.0,3.0,12491019.0,9521730.0,9213329.0,468218.6804
2005,Morristown,150000 +,54,133.0,43.0,10.0,0.0,1.0,22891001.0,15981185.0,14546365.0,1050623.3578
2005,Mt. Holly,Loss or None,11,23.0,5.0,4.0,0.0,2.0,-260262.0,0.0,0.0,1.0
2005,Mt. Holly,0.01 - 4999,69,39.0,3.0,63.0,2.0,1.0,184206.0,-126.0,468.0,16.0
2005,Mt. Holly,5000 - 9999,49,52.0,8.0,36.0,1.0,4.0,348197.0,33859.0,35722.0,1239.4402
2005,Mt. Holly,10000 - 14999,51,85.0,11.0,31.0,2.0,7.0,652212.0,148251.0,140349.0,4834.0
2005,Mt. Holly,15000 - 19999,49,82.0,14.0,28.0,1.0,6.0,839422.0,275730.0,274933.0,9896.0
2005,Mt. Holly,20000 - 24999,48,79.0,18.0,23.0,3.0,4.0,1074690.0,436070.0,431839.0,15693.0
2005,Mt. Holly,25000 - 29999,41,84.0,19.0,15.0,0.0,7.0,1126074.0,502108.0,485613.0,17147.0
2005,Mt. Holly,30000 - 34999,31,69.0,16.0,12.0,0.0,3.0,1006086.0,498395.0,497837.0,18044.0
2005,Mt. Holly,35000 - 39999,30,59.0,14.0,15.0,0.0,1.0,1119808.0,641676.0,620191.0,21872.5851
2005,Mt. Holly,40000 - 44999,32,81.0,21.0,7.0,1.0,3.0,1351729.0,730710.0,729589.0,24724.7497
2005,Mt. Holly,45000 - 49999,23,60.0,14.0,8.0,0.0,1.0,1095812.0,667758.0,642414.0,25016.6344
2005,Mt. Holly,50000 - 59999,52,110.0,36.0,14.0,1.0,1.0,2862962.0,1866231.0,1859758.0,72453.9648
2005,Mt. Holly,60000 - 74999,59,150.0,47.0,6.0,2.0,4.0,3948344.0,2748995.0,2705036.0,100812.2603
2005,Mt. Holly,75000 - 99999,57,143.0,53.0,4.0,0.0,0.0,4835690.0,3490098.0,3456353.0,148101.3838
2005,Mt. Holly,100000 - 149999,23,59.0,20.0,3.0,0.0,0.0,2701955.0,2084776.0,2034228.0,107624.0478
2005,Mt. Holly,150000 +,19,43.0,15.0,3.0,0.0,1.0,4530577.0,3677370.0,3378900.0,195022.796
2005,Mt. Tabor,0.01 - 9999,9,10.0,3.0,6.0,0.0,0.0,47027.0,4261.0,2289.0,83.0
2005,Mt. Tabor,10000 - 19999,14,21.0,2.0,10.0,0.0,2.0,187596.0,45431.0,45431.0,1633.0
2005,Mt. Tabor,20000 - 29999,16,28.0,7.0,6.0,0.0,3.0,398141.0,163195.0,163195.0,5871.0
2005,Mt. Tabor,30000 - 39999,9,21.0,4.0,3.0,0.0,2.0,326448.0,173927.0,173932.0,6263.0
2005,Mt. Tabor,40000 - 49999,6,16.0,3.0,3.0,0.0,0.0,288412.0,179843.0,179843.0,7260.0
2005,Mt. Tabor,50000 - 74999,20,55.0,16.0,4.0,0.0,0.0,1248459.0,867450.0,867237.0,34140.0
2005,Mt. Tabor,75000 +,6,15.0,5.0,1.0,0.0,0.0,650132.0,486723.0,470828.0,22066.0
2005,N. Bennington ID,Loss or None,8,11.0,2.0,6.0,0.0,0.0,-59811.0,0.0,0.0,0.0
2005,N. Bennington ID,0.01 - 4999,74,43.0,2.0,68.0,0.0,4.0,224610.0,3519.0,9510.0,340.0
2005,N. Bennington ID,5000 - 9999,55,57.0,6.0,48.0,0.0,1.0,398779.0,35371.0,35217.0,1189.0
2005,N. Bennington ID,10000 - 14999,58,87.0,18.0,38.0,0.0,2.0,727800.0,160884.0,156180.0,5470.0
2005,N. Bennington ID,15000 - 19999,44,75.0,11.0,24.0,1.0,8.0,764570.0,242317.0,241994.0,8506.0
2005,N. Bennington ID,20000 - 24999,55,87.0,16.0,36.0,1.0,2.0,1240110.0,568145.0,566707.0,18986.9811
2005,N. Bennington ID,25000 - 29999,33,53.0,7.0,17.0,2.0,7.0,900639.0,470726.0,470703.0,14874.0
2005,N. Bennington ID,30000 - 34999,21,33.0,6.0,13.0,0.0,2.0,684840.0,410335.0,410188.0,14486.6523
2005,N. Bennington ID,35000 - 39999,22,43.0,8.0,12.0,0.0,2.0,836160.0,499202.0,497829.0,12682.5701
2005,N. Bennington ID,40000 - 44999,25,63.0,17.0,5.0,1.0,2.0,1060301.0,597674.0,587403.0,18325.8845
2005,N. Bennington ID,45000 - 49999,21,52.0,13.0,7.0,0.0,1.0,999382.0,602598.0,579261.0,19498.0
2005,N. Bennington ID,50000 - 59999,29,70.0,19.0,7.0,0.0,3.0,1582619.0,1018436.0,1016967.0,36871.0342
2005,N. Bennington ID,60000 - 74999,45,116.0,35.0,9.0,0.0,1.0,3044079.0,2111641.0,2025861.0,64075.0
2005,N. Bennington ID,75000 - 99999,37,108.0,33.0,0.0,1.0,3.0,3159183.0,2291619.0,2289192.0,84683.99350000001
2005,N. Bennington ID,100000 - 149999,14,35.0,11.0,3.0,0.0,0.0,1622048.0,1276098.0,1220001.0,56531.4469
2005,N. Bennington ID,150000 +,19,52.0,14.0,3.0,0.0,2.0,5971015.0,4825456.0,4345298.0,246206.23100000003
2005,New Haven,Loss or None,15,20.0,6.0,9.0,0.0,0.0,-1086753.0,0.0,0.0,0.0
2005,New Haven,0.01 - 4999,77,42.0,8.0,66.0,0.0,3.0,206694.0,18200.0,14131.0,545.0
2005,New Haven,5000 - 9999,65,65.0,7.0,52.0,1.0,5.0,482995.0,46950.0,44204.0,1579.1109
2005,New Haven,10000 - 14999,50,77.0,10.0,32.0,1.0,7.0,620856.0,159793.0,157754.0,5269.2009
2005,New Haven,15000 - 19999,57,90.0,13.0,39.0,1.0,4.0,1002761.0,376336.0,370043.0,13007.3855
2005,New Haven,20000 - 24999,56,91.0,13.0,35.0,0.0,8.0,1251020.0,560540.0,547269.0,19612.4282
2005,New Haven,25000 - 29999,56,102.0,20.0,29.0,2.0,5.0,1544217.0,757004.0,752917.0,26563.6427
2005,New Haven,30000 - 34999,38,71.0,13.0,18.0,1.0,6.0,1230321.0,664953.0,652917.0,22815.189
2005,New Haven,35000 - 39999,50,101.0,18.0,25.0,1.0,6.0,1870848.0,1023124.0,1023338.0,36822.1752
2005,New Haven,40000 - 44999,42,112.0,30.0,9.0,0.0,3.0,1787627.0,1000552.0,980324.0,35993.0138
2005,New Haven,45000 - 49999,33,75.0,17.0,11.0,0.0,5.0,1565746.0,997729.0,981294.0,37824.6624
2005,New Haven,50000 - 59999,59,166.0,46.0,6.0,3.0,4.0,3267648.0,2051233.0,2033581.0,75251.0
2005,New Haven,60000 - 74999,98,280.0,86.0,9.0,2.0,1.0,6673154.0,4488786.0,4400777.0,169777.0
2005,New Haven,75000 - 99999,75,203.0,65.0,8.0,2.0,0.0,6506673.0,4676250.0,4543233.0,201785.2215
2005,New Haven,100000 - 149999,45,120.0,41.0,3.0,1.0,0.0,5488621.0,4231731.0,3956252.0,205987.5954
2005,New Haven,150000 +,31,89.0,28.0,1.0,1.0,1.0,9147830.0,7798820.0,6821921.0,478062.8466
2005,Newark,Loss or None,*,,,,,,,,,
2005,Newark,0.01 - 9999,54,51.0,5.0,47.0,0.0,2.0,261974.0,13296.0,13296.0,482.0
2005,Newark,10000 - 19999,55,97.0,14.0,36.0,0.0,5.0,805211.0,213407.0,202940.0,7276.0
2005,Newark,20000 - 29999,36,70.0,16.0,17.0,0.0,3.0,872952.0,377624.0,367946.0,12995.5801
2005,Newark,30000 - 39999,27,57.0,15.0,11.0,0.0,1.0,952554.0,518825.0,501045.0,18127.2963
2005,Newark,40000 - 49999,20,46.0,15.0,5.0,0.0,0.0,892160.0,529172.0,516633.0,17689.7909
2005,Newark,50000 - 74999,37,98.0,32.0,5.0,0.0,0.0,2270659.0,1515722.0,1499821.0,54558.0
2005,Newark,75000 +,24,56.0,19.0,5.0,0.0,0.0,2597805.0,2012466.0,1873059.0,82527.2696
2005,Newbury,Loss or None,16,24.0,5.0,9.0,1.0,1.0,-785625.0,0.0,0.0,0.0
2005,Newbury,0.01 - 4999,75,67.0,14.0,57.0,2.0,2.0,193229.0,10799.0,10771.0,395.0
2005,Newbury,5000 - 9999,82,102.0,17.0,57.0,4.0,4.0,611588.0,53296.0,47497.0,1704.0
2005,Newbury,10000 - 14999,61,102.0,14.0,40.0,0.0,7.0,752114.0,182120.0,170265.0,5812.277700000002
2005,Newbury,15000 - 19999,69,109.0,18.0,42.0,1.0,8.0,1206641.0,406369.0,405491.0,14152.0
2005,Newbury,20000 - 24999,58,101.0,17.0,31.0,3.0,7.0,1280948.0,555441.0,534503.0,19057.0
2005,Newbury,25000 - 29999,51,103.0,21.0,21.0,1.0,8.0,1409014.0,653810.0,648027.0,23004.2027
2005,Newbury,30000 - 34999,44,90.0,20.0,21.0,1.0,2.0,1414656.0,753914.0,740498.0,25979.987
2005,Newbury,35000 - 39999,34,62.0,13.0,14.0,2.0,5.0,1266309.0,761278.0,739799.0,26316.4986
2005,Newbury,40000 - 44999,51,108.0,28.0,16.0,2.0,5.0,2151951.0,1340187.0,1323965.0,47817.3749
2005,Newbury,45000 - 49999,32,70.0,18.0,12.0,0.0,2.0,1521081.0,978425.0,959326.0,36268.0
2005,Newbury,50000 - 59999,59,154.0,49.0,6.0,1.0,3.0,3240363.0,2143989.0,2117242.0,77675.9087
2005,Newbury,60000 - 74999,71,203.0,65.0,4.0,0.0,2.0,4749293.0,3196922.0,3155018.0,112746.0048
2005,Newbury,75000 - 99999,50,142.0,45.0,4.0,0.0,1.0,4293398.0,3002863.0,2867385.0,116026.8658
2005,Newbury,100000 - 149999,40,116.0,36.0,3.0,0.0,1.0,4701029.0,3618538.0,3429362.0,172242.55860000002
2005,Newbury,150000 +,13,37.0,12.0,1.0,0.0,0.0,3397929.0,2712069.0,2383541.0,151321.0
2005,Newfane,Loss or None,15,15.0,4.0,11.0,0.0,0.0,-1011246.0,0.0,0.0,0.0
2005,Newfane,0.01 - 4999,70,50.0,6.0,60.0,0.0,4.0,204879.0,18522.0,18497.0,667.0
2005,Newfane,5000 - 9999,89,89.0,11.0,70.0,2.0,6.0,662289.0,69470.0,67447.0,2415.0
2005,Newfane,10000 - 14999,87,119.0,20.0,62.0,0.0,5.0,1092964.56,281660.56,268987.56,9136.0
2005,Newfane,15000 - 19999,72,118.0,10.0,48.0,1.0,13.0,1255330.0,466857.0,461377.0,16377.1194
2005,Newfane,20000 - 24999,55,86.0,17.0,30.0,1.0,7.0,1229548.0,558136.0,544789.0,18772.6852
2005,Newfane,25000 - 29999,43,60.0,8.0,29.0,0.0,6.0,1174571.0,646153.0,649451.0,22465.9794
2005,Newfane,30000 - 34999,46,86.0,19.0,21.0,2.0,4.0,1479479.0,749939.0,756322.0,25245.6019
2005,Newfane,35000 - 39999,44,98.0,21.0,15.0,0.0,8.0,1655619.0,909493.0,885919.0,28742.3978
2005,Newfane,40000 - 44999,43,104.0,20.0,14.0,0.0,9.0,1820471.0,1048024.0,1023251.0,36307.0
2005,Newfane,45000 - 49999,31,77.0,17.0,9.0,0.0,5.0,1472788.0,882047.0,862406.0,30093.1273
2005,Newfane,50000 - 59999,54,128.0,43.0,10.0,0.0,1.0,2970484.0,1933678.0,1909652.0,65061.9095
2005,Newfane,60000 - 74999,82,222.0,71.0,10.0,0.0,1.0,5507729.0,3730845.0,3670368.0,135130.9045
2005,Newfane,75000 - 99999,79,198.0,67.0,9.0,1.0,2.0,6898685.0,4987529.0,4912545.0,209781.8609
2005,Newfane,100000 - 149999,45,120.0,40.0,4.0,1.0,0.0,5271965.0,3972711.0,3880159.0,189943.527
2005,Newfane,150000 +,25,46.0,16.0,9.0,0.0,0.0,6655710.0,5550056.0,4907443.0,315835.7522
2005,Newport City,Loss or None,28,48.0,11.0,17.0,0.0,0.0,-834624.0,0.0,0.0,33.0
2005,Newport City,0.01 - 4999,283,280.0,27.0,235.0,2.0,19.0,726027.0,11181.0,10478.0,380.0
2005,Newport City,5000 - 9999,263,313.0,42.0,200.0,2.0,19.0,1958380.0,137648.0,137026.0,4859.6907999999985
2005,Newport City,10000 - 14999,212,337.0,34.0,145.0,2.0,31.0,2666195.0,592267.0,589953.0,19877.2474
2005,Newport City,15000 - 19999,201,331.0,46.0,120.0,2.0,33.0,3479221.0,1083739.0,1103024.0,37842.69740000001
2005,Newport City,20000 - 24999,193,316.0,35.0,110.0,5.0,43.0,4298607.0,1959035.0,1931248.0,68525.01610000001
2005,Newport City,25000 - 29999,151,283.0,46.0,77.0,4.0,24.0,4128374.0,2024037.0,2020154.0,71015.0
2005,Newport City,30000 - 34999,128,250.0,47.0,59.0,1.0,21.0,4162823.0,2286050.0,2254652.0,77536.282
2005,Newport City,35000 - 39999,101,216.0,58.0,32.0,2.0,9.0,3789446.0,2162742.0,2161995.0,76939.101
2005,Newport City,40000 - 44999,87,183.0,45.0,34.0,0.0,8.0,3690068.0,2328631.0,2277757.0,83074.8582
2005,Newport City,45000 - 49999,88,184.0,50.0,27.0,0.0,11.0,4182690.0,2709941.0,2660996.0,100057.7311
2005,Newport City,50000 - 59999,103,242.0,66.0,31.0,0.0,6.0,5599357.0,3785599.0,3770474.0,140367.8817
2005,Newport City,60000 - 74999,94,257.0,79.0,10.0,2.0,3.0,6250189.0,4383387.0,4317064.0,163430.37949999998
2005,Newport City,75000 - 99999,84,229.0,69.0,12.0,0.0,3.0,7196731.0,5246931.0,5144625.0,224176.9623
2005,Newport City,100000 - 149999,41,97.0,36.0,4.0,0.0,1.0,4909517.0,3912885.0,3741812.0,184794.7688
2005,Newport City,150000 +,41,99.0,32.0,7.0,1.0,1.0,13183524.0,11587890.0,10639177.0,699087.8833999999
2005,Newport Town,Loss or None,15,22.0,7.0,8.0,0.0,0.0,-494840.0,0.0,0.0,0.0
2005,Newport Town,0.01 - 4999,99,88.0,15.0,78.0,1.0,5.0,270462.0,4344.0,2953.0,165.0
2005,Newport Town,5000 - 9999,61,75.0,13.0,46.0,0.0,2.0,453205.0,39301.0,39288.0,1352.0
2005,Newport Town,10000 - 14999,88,148.0,22.0,50.0,2.0,14.0,1071359.0,194807.0,190980.0,6758.6654
2005,Newport Town,15000 - 19999,82,154.0,32.0,36.0,1.0,13.0,1425173.0,378316.0,364592.0,12767.0
2005,Newport Town,20000 - 24999,61,111.0,15.0,35.0,1.0,10.0,1375273.0,614623.0,600299.0,20683.3289
2005,Newport Town,25000 - 29999,45,90.0,24.0,16.0,3.0,2.0,1235311.0,552795.0,547735.0,20187.0
2005,Newport Town,30000 - 34999,47,108.0,25.0,18.0,0.0,4.0,1539768.0,758530.0,746967.0,26891.0
2005,Newport Town,35000 - 39999,36,75.0,17.0,16.0,1.0,2.0,1349873.0,752065.0,748008.0,26038.2503
2005,Newport Town,40000 - 44999,37,71.0,21.0,14.0,0.0,2.0,1564646.0,996849.0,986586.0,36342.9196
2005,Newport Town,45000 - 49999,39,98.0,28.0,9.0,0.0,2.0,1853891.0,1152978.0,1147223.0,42191.7975
2005,Newport Town,50000 - 59999,57,151.0,47.0,6.0,1.0,3.0,3125853.0,2006451.0,1991988.0,74587.4162
2005,Newport Town,60000 - 74999,46,127.0,41.0,3.0,2.0,0.0,3077833.0,2035075.0,1987390.0,69778.20300000001
2005,Newport Town,75000 - 99999,43,131.0,40.0,3.0,0.0,0.0,3702911.0,2712938.0,2624984.0,113393.0264
2005,Newport Town,100000 - 149999,21,62.0,20.0,1.0,0.0,0.0,2472470.0,1866315.0,1772599.0,90824.0
2005,Newport Town,150000 +,10,27.0,9.0,1.0,0.0,0.0,3691222.0,3330268.0,2730578.0,205538.0
2005,North Hero,Loss or None,7,8.0,1.0,5.0,1.0,0.0,-750425.0,0.0,0.0,0.0
2005,North Hero,0.01 - 4999,24,9.0,0.0,24.0,0.0,0.0,77114.0,881.0,881.0,31.0
2005,North Hero,5000 - 9999,38,35.0,3.0,34.0,0.0,1.0,291211.0,36321.0,35429.0,1263.3153
2005,North Hero,10000 - 14999,35,49.0,4.0,27.0,0.0,4.0,427271.0,115209.0,114280.0,3825.4344
2005,North Hero,15000 - 19999,28,48.0,9.0,14.0,0.0,5.0,488025.0,110866.0,110785.0,4023.0
2005,North Hero,20000 - 24999,20,37.0,8.0,9.0,0.0,3.0,451829.0,174874.0,174515.0,5366.363200000002
2005,North Hero,25000 - 29999,34,71.0,15.0,12.0,2.0,5.0,929857.0,372784.0,372068.0,12729.3215
2005,North Hero,30000 - 34999,25,45.0,9.0,13.0,0.0,3.0,810575.0,411343.0,399544.0,13064.5322
2005,North Hero,35000 - 39999,21,36.0,6.0,14.0,0.0,1.0,784813.0,473338.0,500155.0,17601.2482
2005,North Hero,40000 - 44999,17,31.0,8.0,6.0,1.0,2.0,719625.0,440854.0,424239.0,14744.0
2005,North Hero,45000 - 49999,26,54.0,13.0,10.0,1.0,2.0,1241681.0,802820.0,786781.0,28333.0
2005,North Hero,50000 - 59999,33,74.0,23.0,9.0,0.0,1.0,1806224.0,1160947.0,1133754.0,43413.4368
2005,North Hero,60000 - 74999,49,105.0,38.0,9.0,0.0,2.0,3308470.0,2216046.0,2177782.0,79676.0
2005,North Hero,75000 - 99999,56,152.0,50.0,4.0,1.0,1.0,4783482.0,3355508.0,3301494.0,136351.3266
2005,North Hero,100000 - 149999,28,62.0,24.0,4.0,0.0,0.0,3199185.0,2462342.0,2389056.0,114603.0948
2005,North Hero,150000 +,18,45.0,17.0,1.0,0.0,0.0,5232881.0,4465295.0,4117736.0,291257.19200000004
2005,Northfield,Loss or None,20,25.0,6.0,14.0,0.0,0.0,-292124.0,400.0,400.0,16.0
2005,Northfield,0.01 - 4999,210,142.0,16.0,182.0,0.0,12.0,588571.0,19212.0,17748.0,640.0
2005,Northfield,5000 - 9999,199,177.0,13.0,171.0,4.0,11.0,1447671.0,173289.0,164891.0,5765.7717
2005,Northfield,10000 - 14999,193,262.0,29.0,142.0,1.0,21.0,2443871.0,599935.0,598240.0,21067.2815
2005,Northfield,15000 - 19999,183,291.0,33.0,116.0,1.0,33.0,3227304.0,1111131.0,1101938.0,37864.8583
2005,Northfield,20000 - 24999,186,298.0,36.0,107.0,6.0,37.0,4166858.0,1945111.0,1931519.0,67866.7519
2005,Northfield,25000 - 29999,142,228.0,29.0,86.0,5.0,22.0,3892530.0,2111704.0,2101767.0,74553.7779
2005,Northfield,30000 - 34999,122,220.0,30.0,63.0,6.0,23.0,3951072.0,2274963.0,2262147.0,80120.1176
2005,Northfield,35000 - 39999,143,281.0,66.0,54.0,3.0,20.0,5346005.0,3190098.0,3152001.0,111308.6568
2005,Northfield,40000 - 44999,89,201.0,49.0,29.0,4.0,7.0,3797062.0,2286838.0,2273539.0,85017.23300000001
2005,Northfield,45000 - 49999,80,162.0,40.0,31.0,1.0,8.0,3777536.0,2480403.0,2432268.0,94250.14
2005,Northfield,50000 - 59999,162,411.0,113.0,41.0,3.0,5.0,8916768.0,5916088.0,5847876.0,224618.3128
2005,Northfield,60000 - 74999,198,529.0,156.0,35.0,1.0,6.0,13203516.0,9170108.0,9071582.0,339241.1953
2005,Northfield,75000 - 99999,194,549.0,176.0,14.0,2.0,2.0,16624168.0,12041107.0,11988500.0,521118.3977
2005,Northfield,100000 - 149999,116,293.0,99.0,15.0,0.0,2.0,13821922.0,10710606.0,10382198.0,523286.14700000006
2005,Northfield,150000 +,39,106.0,32.0,6.0,1.0,0.0,11736086.0,10307065.0,9051679.0,645802.1071
2005,Norton,Loss or None,*,,,,,,,,,
2005,Norton,0.01 - 9999,23,31.0,7.0,13.0,1.0,2.0,116727.0,2928.0,2928.0,105.0
2005,Norton,10000 - 19999,21,31.0,5.0,14.0,1.0,1.0,299947.0,81091.0,101990.0,3545.3098
2005,Norton,20000 - 29999,16,27.0,9.0,5.0,2.0,0.0,395961.0,177561.0,176447.0,6043.8014
2005,Norton,30000 - 39999,9,13.0,3.0,5.0,0.0,1.0,316321.0,204418.0,197199.0,6778.544
2005,Norton,40000 - 49999,4,11.0,2.0,2.0,0.0,0.0,183933.0,116994.0,116994.0,5408.0
2005,Norton,50000 - 74999,8,22.0,5.0,2.0,0.0,1.0,520427.0,376171.0,376171.0,15907.0
2005,Norton,75000 +,5,13.0,5.0,0.0,0.0,0.0,431280.0,316304.0,293979.0,10637.1713
2005,Norwich,Loss or None,40,29.0,2.0,33.0,1.0,4.0,-1082090.0,0.0,0.0,0.0
2005,Norwich,0.01 - 4999,218,65.0,6.0,212.0,0.0,0.0,552173.0,88080.0,151665.0,6327.0
2005,Norwich,5000 - 9999,147,95.0,8.0,127.0,3.0,9.0,1068525.0,253552.0,213790.0,7063.0368
2005,Norwich,10000 - 14999,84,110.0,10.0,67.0,1.0,6.0,1034756.0,340685.0,310505.0,10510.1122
2005,Norwich,15000 - 19999,63,87.0,10.0,45.0,2.0,6.0,1125498.0,469371.0,432764.0,12645.7602
2005,Norwich,20000 - 24999,87,113.0,10.0,63.0,5.0,9.0,1956947.0,1000524.0,951695.0,31439.283899999995
2005,Norwich,25000 - 29999,73,114.0,18.0,46.0,1.0,8.0,2018283.0,987262.0,970528.0,33539.4248
2005,Norwich,30000 - 34999,55,88.0,14.0,37.0,1.0,3.0,1811386.0,1061411.0,1052751.0,35140.384999999995
2005,Norwich,35000 - 39999,67,111.0,24.0,39.0,2.0,2.0,2519258.0,1536125.0,1485748.0,53360.8023
2005,Norwich,40000 - 44999,57,128.0,23.0,21.0,2.0,11.0,2423941.0,1378113.0,1332828.0,47130.273
2005,Norwich,45000 - 49999,44,88.0,15.0,24.0,1.0,4.0,2081298.0,1283041.0,1256422.0,46261.43990000001
2005,Norwich,50000 - 59999,76,165.0,31.0,25.0,5.0,15.0,4170091.0,2564304.0,2458919.0,91314.99719999998
2005,Norwich,60000 - 74999,111,260.0,62.0,34.0,3.0,12.0,7460855.0,4667794.0,4601088.0,181799.5578
2005,Norwich,75000 - 99999,142,377.0,107.0,29.0,3.0,3.0,12510008.0,8263473.0,7976409.0,330375.1252
2005,Norwich,100000 - 149999,221,644.0,182.0,30.0,0.0,9.0,27264097.66,19385857.66,18868983.66,929526.0115
2005,Norwich,150000 +,331,1021.0,287.0,25.0,9.0,10.0,136764315.0,112879808.0,94006913.0,6158819.9783000015
2005,Orange,Loss or None,4,6.0,2.0,2.0,0.0,0.0,-3035.0,9.0,9.0,0.0
2005,Orange,0.01 - 4999,50,36.0,7.0,41.0,0.0,2.0,120856.0,1727.0,1327.0,239.0
2005,Orange,5000 - 9999,54,52.0,11.0,37.0,1.0,5.0,413213.0,75276.0,75276.0,2509.6128
2005,Orange,10000 - 14999,31,42.0,4.0,24.0,0.0,3.0,391232.0,101655.0,101094.0,3417.7972
2005,Orange,15000 - 19999,32,53.0,11.0,17.0,1.0,3.0,557113.0,165583.0,165583.0,5610.906
2005,Orange,20000 - 24999,44,79.0,16.0,19.0,0.0,9.0,966998.0,384110.0,382430.0,13406.667
2005,Orange,25000 - 29999,35,67.0,13.0,18.0,0.0,4.0,963125.0,461370.0,460262.0,16561.0
2005,Orange,30000 - 34999,33,50.0,7.0,20.0,3.0,3.0,1062224.0,665851.0,654574.0,22145.7772
2005,Orange,35000 - 39999,31,55.0,12.0,13.0,1.0,5.0,1173820.0,720802.0,719857.0,26097.702999999998
2005,Orange,40000 - 44999,23,51.0,12.0,8.0,0.0,3.0,973733.0,602402.0,600652.0,21120.6674
2005,Orange,45000 - 49999,15,33.0,10.0,5.0,0.0,0.0,717968.0,469168.0,469168.0,18147.0
2005,Orange,50000 - 59999,41,105.0,34.0,7.0,0.0,0.0,2239131.0,1461438.0,1435008.0,52257.9292
2005,Orange,60000 - 74999,67,195.0,55.0,10.0,0.0,2.0,4527479.0,3163867.0,3158636.0,117211.73599999999
2005,Orange,75000 - 99999,43,122.0,41.0,1.0,1.0,0.0,3675180.0,2693349.0,2669121.0,118218.0
2005,Orange,100000 - 149999,14,36.0,12.0,2.0,0.0,0.0,1722799.0,1365959.0,1338710.0,73336.0
2005,Orange,150000 +,6,15.0,6.0,0.0,0.0,0.0,1147338.0,927317.0,802166.0,47618.2932
2005,Orleans,Loss or None,4,8.0,2.0,2.0,0.0,0.0,-31885.0,0.0,0.0,0.0
2005,Orleans,0.01 - 4999,55,68.0,7.0,42.0,1.0,5.0,134423.0,0.0,0.0,0.0
2005,Orleans,5000 - 9999,61,65.0,5.0,50.0,0.0,6.0,453716.0,39039.0,39039.0,1396.4856
2005,Orleans,10000 - 14999,49,77.0,7.0,34.0,0.0,8.0,612943.0,134345.0,132984.0,4439.063899999999
2005,Orleans,15000 - 19999,54,92.0,13.0,30.0,1.0,10.0,934673.0,318002.0,315051.0,10664.27
2005,Orleans,20000 - 24999,56,89.0,8.0,38.0,2.0,8.0,1250894.0,610573.0,609555.0,21745.0
2005,Orleans,25000 - 29999,45,76.0,10.0,28.0,1.0,6.0,1243129.0,684297.0,681576.0,23335.3523
2005,Orleans,30000 - 34999,30,59.0,13.0,15.0,1.0,1.0,970956.0,505134.0,505061.0,17068.1755
2005,Orleans,35000 - 39999,22,50.0,10.0,7.0,2.0,3.0,815207.0,476779.0,474903.0,16168.0
2005,Orleans,40000 - 44999,14,23.0,4.0,10.0,0.0,0.0,594869.0,397358.0,397358.0,13773.7816
2005,Orleans,45000 - 49999,16,39.0,10.0,3.0,0.0,3.0,747662.0,462476.0,462417.0,17112.0
2005,Orleans,50000 - 59999,43,113.0,31.0,9.0,0.0,3.0,2351126.0,1567982.0,1488759.0,56433.4774
2005,Orleans,60000 - 74999,35,90.0,29.0,6.0,0.0,0.0,2331316.0,1612783.0,1601807.0,60720.0
2005,Orleans,75000 - 99999,17,48.0,16.0,1.0,0.0,0.0,1440523.0,1067280.0,1052529.0,45263.0
2005,Orleans,100000 - 149999,7,16.0,6.0,1.0,0.0,0.0,817344.0,668618.0,640266.0,34338.0
2005,Orleans,150000 +,6,14.0,5.0,1.0,0.0,0.0,1286913.0,1098490.0,1049688.0,71852.0
2005,Orwell,Loss or None,12,21.0,5.0,7.0,0.0,0.0,-163646.0,0.0,0.0,53.0
2005,Orwell,0.01 - 4999,45,42.0,7.0,34.0,1.0,3.0,90628.0,5825.0,5784.0,227.0
2005,Orwell,5000 - 9999,51,61.0,8.0,37.0,2.0,4.0,397851.0,38160.0,35602.0,1281.0
2005,Orwell,10000 - 14999,40,66.0,10.0,21.0,0.0,9.0,480353.0,70599.0,70665.0,2435.0
2005,Orwell,15000 - 19999,53,80.0,15.0,34.0,0.0,4.0,926315.0,317809.0,306988.0,9911.299900000002
2005,Orwell,20000 - 24999,52,83.0,13.0,34.0,0.0,5.0,1157619.0,540205.0,531591.0,18052.5712
2005,Orwell,25000 - 29999,45,89.0,20.0,20.0,1.0,4.0,1239500.0,593203.0,589755.0,21243.0
2005,Orwell,30000 - 34999,40,86.0,16.0,14.0,1.0,9.0,1295419.0,649046.0,632282.0,22608.4444
2005,Orwell,35000 - 39999,31,84.0,22.0,8.0,0.0,1.0,1159703.0,584123.0,579289.0,20809.0
2005,Orwell,40000 - 44999,28,63.0,15.0,11.0,1.0,1.0,1185385.0,731086.0,710339.0,23368.6361
